silhouette
10 : 0.4899806082248688, 0.1643766164779663, -0.014695944264531136
338 : 0.5919604301452637, 0.16302728652954102, -0.002975895069539547
297 : 0.6784368753433228, 0.17178013920783997, 0.03565886616706848
332 : 0.7598998546600342, 0.195151686668396, 0.09822572022676468
284 : 0.8142226934432983, 0.23282086849212646, 0.16853490471839905
251 : 0.8502424955368042, 0.2805056869983673, 0.23393569886684418
389 : 0.8721520900726318, 0.3306810259819031, 0.3018736243247986
356 : 0.8833917379379272, 0.393119752407074, 0.3527217209339142
454 : 0.8836813569068909, 0.4519472122192383, 0.373637318611145
323 : 0.8841930627822876, 0.5110596418380737, 0.37081724405288696
361 : 0.880009651184082, 0.574765682220459, 0.35092252492904663
288 : 0.8627028465270996, 0.6411176323890686, 0.3122009038925171
397 : 0.8352041244506836, 0.6939717531204224, 0.25192922353744507
365 : 0.8033807277679443, 0.7322782278060913, 0.18822292983531952
379 : 0.7615647912025452, 0.7673561573028564, 0.1369897723197937
378 : 0.7249762415885925, 0.792503833770752, 0.09494667500257492
400 : 0.6850519180297852, 0.815097451210022, 0.04995357245206833
377 : 0.6353115439414978, 0.8323501348495483, 0.018939880654215813
152 : 0.568205714225769, 0.8409771919250488, 0.005834338255226612
148 : 0.4976767897605896, 0.8398163914680481, 0.013941222801804543
176 : 0.441327303647995, 0.8284662365913391, 0.04013539478182793
149 : 0.39280709624290466, 0.8106828927993774, 0.0800357535481453
150 : 0.3471481204032898, 0.7896795272827148, 0.11809792369604111
136 : 0.2919902503490448, 0.7590305209159851, 0.16534258425235748
172 : 0.24636614322662354, 0.7238838076591492, 0.22503605484962463
58 : 0.20343473553657532, 0.6735416650772095, 0.28170517086982727
132 : 0.16957667469978333, 0.60805344581604, 0.3181533217430115
93 : 0.1510961949825287, 0.5444769263267517, 0.33728906512260437
234 : 0.13823238015174866, 0.48515069484710693, 0.33998990058898926
127 : 0.1266493797302246, 0.4258095920085907, 0.3191724717617035
162 : 0.12661007046699524, 0.36147552728652954, 0.2690872848033905
21 : 0.13956350088119507, 0.3083432614803314, 0.2029516100883484
54 : 0.1679093837738037, 0.2565070688724518, 0.14105473458766937
103 : 0.2179480791091919, 0.2142479419708252, 0.07610948383808136
67 : 0.2992960810661316, 0.18478146195411682, 0.02004833333194256
109 : 0.38739028573036194, 0.17036595940589905, -0.01125066727399826
lipsUpperOuter
61 : 0.394476979970932, 0.6645029783248901, 0.009972683154046535
185 : 0.4051777720451355, 0.653647243976593, -0.019796917214989662
40 : 0.4276340901851654, 0.6444553136825562, -0.05195647105574608
39 : 0.4566715955734253, 0.6327449083328247, -0.08106718212366104
37 : 0.503248929977417, 0.6218810677528381, -0.10083205252885818
0 : 0.5507891774177551, 0.6226705312728882, -0.10354022681713104
267 : 0.5965338945388794, 0.6147196888923645, -0.09712883830070496
269 : 0.6446346640586853, 0.6173388957977295, -0.07377514988183975
270 : 0.6770485639572144, 0.6236760020256042, -0.04278041794896126
409 : 0.7026872634887695, 0.6289798021316528, -0.009362868033349514
291 : 0.7167989015579224, 0.6380245089530945, 0.020907722413539886
lipsLowerOuter
146 : 0.4126286804676056, 0.680290937423706, -0.008513770066201687
91 : 0.4367203116416931, 0.6948721408843994, -0.03439905121922493
181 : 0.4714852273464203, 0.7102603912353516, -0.0539914108812809
84 : 0.5146809220314026, 0.7199328541755676, -0.0713089108467102
17 : 0.5647499561309814, 0.7199775576591492, -0.07389653474092484
314 : 0.6129257082939148, 0.7132939696311951, -0.06893802434206009
405 : 0.6530765295028687, 0.6977096796035767, -0.048195526003837585
321 : 0.6833940744400024, 0.6766354441642761, -0.026545105502009392
