iter	Passed	Remaining
522	16356	12353
523	16383	12318
524	16412	12286
525	16444	12254
526	16476	12224
527	16508	12193
528	16538	12161
529	16565	12127
530	16594	12094
531	16622	12060
532	16650	12026
533	16682	11996
534	16714	11965
535	16747	11935
536	16776	11902
537	16804	11869
538	16833	11836
539	16862	11803
540	16893	11772
541	16926	11742
542	16954	11709
543	16982	11675
544	17010	11641
545	17038	11608
546	17066	11575
547	17099	11545
548	17132	11515
549	17164	11484
550	17193	11451
551	17220	11417
552	17248	11384
553	17276	11351
554	17310	11321
555	17343	11292
556	17372	11259
557	17401	11226
558	17429	11193
559	17458	11160
560	17484	11126
561	17515	11095
562	17552	11067
563	17580	11034
564	17615	11005
565	17650	10977
566	17679	10944
567	17709	10912
568	17747	10885
569	17777	10853
570	17808	10822
571	17841	10792
572	17872	10760
573	17900	10728
574	17930	10696
575	17965	10666
576	18000	10637
577	18029	10605
578	18068	10578
579	18098	10547
580	18129	10515
581	18162	10485
582	18201	10458
583	18232	10427
584	18262	10395
585	18292	10363
586	18321	10331
587	18348	10297
588	18380	10266
589	18418	10239
590	18456	10211
591	18486	10179
592	18514	10146
593	18544	10115
594	18574	10083
595	18627	10063
596	18670	10038
597	18704	10009
598	18737	9978
599	18779	9953
600	18813	9923
601	18843	9891
602	18883	9864
603	18917	9834
604	18957	9807
605	18987	9775
606	19019	9744
607	19053	9714
608	19106	9694
609	19157	9672
610	19194	9644
611	19323	9661
612	19362	9634
613	19396	9603
614	19426	9571
615	19459	9540
616	19490	9508
617	19522	9476
618	19558	9447
619	19599	9420
620	19630	9388
621	19663	9357
622	19695	9325
623	19725	9293
624	19760	9263
625	19795	9233
626	19827	9202
627	19860	9171
628	19892	9139
629	19922	9107
630	19956	9077
631	19992	9047
632	20025	9016
633	20057	8984
634	20087	8952
635	20118	8920
636	20154	8890
637	20187	8859
638	20225	8830
639	20257	8799
640	20289	8767
641	20321	8736
642	20352	8704
643	20383	8672
644	20416	8641
645	20454	8612
646	20484	8580
647	20513	8547
648	20541	8514
649	20570	8481
650	20601	8449
651	20632	8417
652	20668	8387
653	20711	8360
654	20741	8328
655	20772	8296
656	20802	8264
657	20833	8232
658	20867	8201
659	20902	8170
660	20933	8138
661	20964	8106
662	20994	8074
663	21024	8042
664	21054	8010
665	21087	7978
666	21121	7948
667	21151	7916
668	21181	7883
669	21210	7851
670	21239	7818
671	21269	7786
672	21302	7754
673	21336	7724
674	21366	7691
675	21397	7660
676	21427	7627
677	21456	7595
678	21486	7562
679	21518	7531
680	21551	7500
681	21582	7468
682	21612	7436
683	21641	7403
684	21670	7371
685	21699	7338
686	21734	7308
687	21767	7276
688	21797	7244
689	21827	7212
690	21856	7180
691	21884	7147
692	21915	7115
693	21949	7084
694	21983	7053
695	22015	7022
696	22046	6990
697	22078	6958
698	22107	6926
699	22135	6893
700	22169	6862
701	22203	6831
702	22232	6799
703	22261	6767
704	22291	6734
705	22319	6702
706	22348	6669
707	22381	6638
708	22415	6607
709	22446	6575
710	22476	6543
711	22505	6511
712	22532	6478
713	22560	6445
714	22594	6414
715	22628	6384
716	22658	6351
717	22686	6319
718	22716	6287
719	22748	6255
720	22779	6224
721	22813	6193
722	22849	6162
723	22879	6130
724	22912	6099
725	22943	6067
726	22972	6035
727	23002	6003
728	23037	5972
729	23069	5941
730	23097	5908
731	23129	5877
732	23162	5846
733	23193	5814
734	23223	5782
735	23258	5751
736	23292	5720
737	23321	5688
738	23353	5656
739	23419	5633
740	23483	5609
741	23516	5578
742	23555	5547
743	23604	5520
744	23641	5489
745	23708	5466
746	23774	5442
747	23816	5412
748	23854	5382
749	23888	5350
750	23923	5319
751	23964	5290
752	23993	5257
753	24021	5224
754	24051	5192
755	24080	5160
756	24110	5127
757	24140	5095
758	24175	5064
759	24208	5032
760	24238	5000
761	24269	4968
762	24301	4936
763	24332	4904
764	24360	4872
765	24391	4840
766	24426	4808
767	24454	4776
768	24483	4743
769	24514	4711
770	24541	4679
771	24570	4646
772	24605	4615
773	24639	4584
774	24668	4551
775	24697	4519
776	24728	4487
777	24756	4454
778	24786	4422
779	24818	4391
780	24853	4359
781	24882	4327
782	24912	4295
783	24942	4263
784	24970	4230
785	25000	4198
786	25031	4166
787	25064	4135
788	25095	4102
789	25120	4070
790	25149	4037
791	25179	4005
792	25207	3973
793	25237	3941
794	25272	3910
795	25301	3877
796	25330	3845
797	25359	3813
798	25386	3780
799	25414	3748
800	25450	3717
801	25484	3686
802	25518	3654
803	25547	3622
804	25577	3590
805	25606	3558
806	25638	3526
807	25671	3494
808	25704	3463
809	25734	3431
810	25766	3399
811	25796	3367
812	25826	3335
813	25856	3303
814	25889	3271
815	25919	3239
816	25948	3207
817	25983	3176
818	26015	3144
819	26048	3113
820	26079	3081
821	26116	3050
822	26150	3018
823	26179	2986
824	26208	2954
825	26238	2922
826	26268	2890
827	26301	2858
828	26337	2827
829	26371	2796
830	26400	2763
831	26432	2732
832	26463	2700
833	26492	2668
834	26524	2636
835	26560	2605
836	26596	2573
837	26627	2541
838	26657	2510
839	26685	2477
840	26714	2445
841	26745	2414
842	26791	2383
843	26823	2351
844	26851	2319
845	26879	2287
846	26907	2255
847	26937	2223
848	26967	2191
849	27000	2160
850	27034	2128
851	27064	2096
852	27094	2064
853	27123	2032
854	27151	2000
855	27178	1968
856	27213	1936
857	27248	1905
858	27277	1873
859	27309	1841
860	27339	1809
861	27368	1778
862	27398	1746
863	27433	1714
864	27465	1682
865	27494	1650
866	27524	1619
867	27555	1587
868	27584	1555
869	27610	1523
870	27643	1491
871	27676	1459
872	27706	1428
873	27735	1396
874	27764	1364
875	27794	1332
876	27825	1300
877	27860	1269
878	27895	1237
879	27926	1205
880	27956	1174
881	27985	1142
882	28011	1110
883	28040	1078
884	28073	1046
885	28108	1015
886	28138	983
887	28168	951
888	28198	919
889	28227	888
890	28258	856
891	28292	824
892	28327	793
893	28359	761
894	28390	729
895	28421	697
896	28452	666
897	28485	634
898	28521	602
899	28556	571
900	28590	539
901	28621	507
902	28652	475
903	28685	444
904	28722	412
905	28760	380
906	28799	349
907	28831	317
908	28860	285
909	28889	253
910	28918	222
911	28948	190
912	28980	158
913	29014	126
914	29044	95
915	29072	63
916	29101	31
917	29129	0
