iter	Logloss
148	0.03955465375
149	0.03942768326
150	0.03899436518
151	0.03870507291
152	0.0386747131
153	0.03816027526
154	0.03779387971
155	0.03745296092
156	0.03734817502
157	0.03731420908
158	0.03691826625
159	0.03675836051
160	0.03660371428
161	0.03646147726
162	0.03636847824
163	0.03629270191
164	0.03569829442
165	0.03529583696
166	0.03502925555
167	0.03501046358
168	0.03463810994
169	0.03435699069
170	0.03432385621
171	0.03408773933
172	0.03380499818
173	0.03327807971
174	0.03286850637
175	0.03254463814
176	0.03217200741
177	0.03203160231
178	0.03143153761
179	0.03132351308
180	0.03119820817
181	0.03086105109
182	0.03059868107
183	0.03056079283
184	0.03045984475
185	0.03017790609
186	0.02980213263
187	0.02950737272
188	0.02947966469
189	0.02945806749
190	0.02927552229
191	0.02897541705
192	0.02892508665
193	0.02884115473
194	0.02835665665
195	0.02785315903
196	0.02773187519
197	0.02752289276
198	0.02733101741
199	0.02730887065
200	0.02730864765
201	0.0270002922
202	0.02665446151
203	0.02652709751
204	0.02652662172
205	0.0264353538
206	0.02623710986
207	0.02613082911
208	0.02587957643
209	0.02564091595
210	0.02518382558
211	0.02478187913
212	0.02459579404
213	0.02447018035
214	0.0244700779
215	0.02441705791
216	0.02409085381
217	0.02390489374
218	0.02375604074
219	0.02347457858
220	0.02347450976
221	0.02334994281
222	0.02332733105
223	0.02321551978
224	0.02307534934
225	0.02305712709
226	0.02273970052
227	0.02271088346
228	0.02266601133
229	0.02264722156
230	0.02261066897
231	0.022309551
232	0.02211684645
233	0.02188648287
234	0.02173810061
235	0.02146032579
236	0.02144621662
237	0.02126646705
238	0.02122348981
239	0.02115919129
240	0.0209613944
241	0.02086116559
242	0.0207750906
243	0.02075327462
244	0.02060748233
245	0.02033573272
246	0.02027071586
247	0.02016739968
248	0.02008851463
249	0.02008224538
250	0.02000368062
251	0.02000022599
252	0.01995063153
253	0.01993646059
254	0.01982999917
255	0.01977226754
256	0.01967488621
257	0.01947822583
258	0.01933849572
259	0.01930072238
260	0.01928567451
261	0.01920850716
262	0.01920850241
263	0.01917054843
264	0.01912528395
265	0.01899230975
266	0.01897933955
267	0.01886237685
268	0.01882782127
269	0.01876107604
270	0.0185572427
271	0.01840454575
272	0.01838365359
273	0.01831293767
274	0.01820831488
275	0.01820828467
276	0.01809243942
277	0.018080345
278	0.01789220865
279	0.01789213257
280	0.0177748783
281	0.01764818954
282	0.01758056862
283	0.01752561912
284	0.01740834946
285	0.01727974344
286	0.01723139562
287	0.01721154365
288	0.0172115312
289	0.0171082711
290	0.01698090993
291	0.01692834869
292	0.01682272236
293	0.01674777247
294	0.0167257533
295	0.01664934383
296	0.01663974081
297	0.01656120567
298	0.01656098035
299	0.01655074657
300	0.01653141656
301	0.01651995717
302	0.01650969815
303	0.01645804974
304	0.01638403945
305	0.01638332447
306	0.0163122788
307	0.01621509872
308	0.01613318952
309	0.01607504816
310	0.0160679423
311	0.01590810041
312	0.01590798686
313	0.01582776055
314	0.01571283032
315	0.01571264457
316	0.01568361885
317	0.0155983589
318	0.01559830351
319	0.01559825584
320	0.01552196498
321	0.01544540598
322	0.01542958719
323	0.01535407723
324	0.01527489133
325	0.0151906243
326	0.01514657038
327	0.01501873999
328	0.01493771738
329	0.01493758538
330	0.01487250658
331	0.01486400241
332	0.01466530629
333	0.0145841508
334	0.01452934867
335	0.01452933231
336	0.01452929857
337	0.01452921091
338	0.01452921531
339	0.01449375002
340	0.01448365494
341	0.01448360928
342	0.01439095476
343	0.01430616457
344	0.01424216346
345	0.0142070685
346	0.01420394274
347	0.01419467292
348	0.01419118732
349	0.01419113777
350	0.014168208
351	0.01416816578
352	0.01415307838
353	0.01412127092
354	0.01400505545
355	0.01393351928
356	0.01384708071
357	0.01382995072
358	0.01380643874
359	0.01380641257
360	0.01368910064
361	0.01368906168
362	0.01367890535
363	0.01356341516
364	0.013477988
365	0.01344476159
366	0.01338585921
367	0.01338584779
368	0.01332880784
369	0.0133080945
370	0.01327143479
371	0.01317141437
372	0.01317140278
373	0.013166706
374	0.01314002914
375	0.0131194029
376	0.01311939437
377	0.01307591938
378	0.01305004444
379	0.01298805791
380	0.01296612956
381	0.01296612647
382	0.01296066659
383	0.01293352347
384	0.01292822036
385	0.01284064683
386	0.01277055348
387	0.01271122738
388	0.01271104921
389	0.01270948677
390	0.01270029731
391	0.01268937686
392	0.01266308389
393	0.01262810066
394	0.01255255466
395	0.01244737637
396	0.01244580534
397	0.01244551389
398	0.0124449166
399	0.01244457805
400	0.01240629753
401	0.01240443837
402	0.01240375862
403	0.01230530671
404	0.01230530246
405	0.01230527761
406	0.01230527757
407	0.01230525569
408	0.01230519904
409	0.01216308823
410	0.01216281052
411	0.01208777541
412	0.01199007851
413	0.0119670837
414	0.01196706617
415	0.01196670385
416	0.01190869364
417	0.01182684712
418	0.01181383059
419	0.01180283996
420	0.01180271243
421	0.01179685994
422	0.01176573173
423	0.0117656342
424	0.01176540437
425	0.01175974152
426	0.01175145794
427	0.01175145502
428	0.0117198965
429	0.01171983432
430	0.01169237739
431	0.01169241858
432	0.0116581282
433	0.01165813527
434	0.01165809928
435	0.01165791914
436	0.01165788279
437	0.01163078259
438	0.01162662615
439	0.01159959434
440	0.0115994859
441	0.01159924766
442	0.01155441705
443	0.01155428729
444	0.01155125401
445	0.01154414201
446	0.01154411641
447	0.01152808023
448	0.01150879767
449	0.01150848592
450	0.01150830587
451	0.01150829416
452	0.01150826268
453	0.0114980812
454	0.0114336098
455	0.01143355059
456	0.01142149333
457	0.01139207433
458	0.01139207861
459	0.01131919226
460	0.01125112067
461	0.01119831065
462	0.01112840102
463	0.01106879324
464	0.01103627657
465	0.01103615042
466	0.01103608534
467	0.0110360193
468	0.01101564716
469	0.01100999861
470	0.01095397309
471	0.01090807891
472	0.01087565522
473	0.01086139518
474	0.01086135791
475	0.01082392881
476	0.01075745021
477	0.01074545251
478	0.0107187864
479	0.01066089857
480	0.01065789532
481	0.01065786606
482	0.01063738437
483	0.01057242643
484	0.01057233787
485	0.01056265515
486	0.01056032663
487	0.01049653606
488	0.01043171323
489	0.01040494084
490	0.01040486655
491	0.01040480015
492	0.01035279654
493	0.01035251075
494	0.0103062642
495	0.01030624986
496	0.01026360086
497	0.01024019302
498	0.01022740822
499	0.01012128533
500	0.01007095382
501	0.01007070558
502	0.01007062912
503	0.01005098746
504	0.0100492979
505	0.01004928589
506	0.01004930615
507	0.01004727547
508	0.01003993558
509	0.01003989005
510	0.01003989571
511	0.01003308753
512	0.00999331894
513	0.009964147165
514	0.009964123854
515	0.009964061043
516	0.00996380327
517	0.009963696168
518	0.009954799447
519	0.009954790285
520	0.009954699024
521	0.00995459214
522	0.009938796332
523	0.009875828155
524	0.009863876464
525	0.009848143703
526	0.009848125223
527	0.00982807167
528	0.009811603714
529	0.009785264648
530	0.009770122519
531	0.009770113735
532	0.009767635559
533	0.009708689456
534	0.009687556366
535	0.00968761871
536	0.00968154772
537	0.009676677216
538	0.009676640762
539	0.009664551919
540	0.00966454169
541	0.009647127569
542	0.009610132067
543	0.00961011198
544	0.009570391626
545	0.009570281684
546	0.009570256072
547	0.009569939124
548	0.00956960972
549	0.009491879031
550	0.009464826985
551	0.009464546902
552	0.009457779067
553	0.009457808879
554	0.009428760603
555	0.009427698874
556	0.009411512149
557	0.009411508545
558	0.009403374231
559	0.009403352192
560	0.009362871893
561	0.009361648968
562	0.009361609802
563	0.009361504972
564	0.009355255386
565	0.009355211965
566	0.009355169408
567	0.009355131807
568	0.009354991377
569	0.009354951525
570	0.009314267861
571	0.00931428477
572	0.009310184667
573	0.009309751011
574	0.009309732531
575	0.009309301296
576	0.009308986954
577	0.009263323477
578	0.009263289149
579	0.009263168306
580	0.009207158776
581	0.009207026468
582	0.009206517431
583	0.009206473449
584	0.009206445927
585	0.009206447116
586	0.009192942849
587	0.009192848647
588	0.009154723463
589	0.009109893574
590	0.00909166575
591	0.009091523364
592	0.009040400842
593	0.009040386841
594	0.00899510355
595	0.008995017654
596	0.008926694786
597	0.008895022529
598	0.008894864101
599	0.008894482529
600	0.008857980863
601	0.008832679465
602	0.008832425885
603	0.008832384523
604	0.008832302192
605	0.008822317057
606	0.008802492852
607	0.008802500455
608	0.008802424502
609	0.008777347756
610	0.00874887339
611	0.00874878401
612	0.00874878401
613	0.008748759238
614	0.008721363437
615	0.00872132336
616	0.008676248226
617	0.008647395352
618	0.008631230284
619	0.00863098111
620	0.008589411056
621	0.008589392848
622	0.008585289843
623	0.008585268799
624	0.008585167635
625	0.008585087873
626	0.008585067072
627	0.008584802129
628	0.008584747914
629	0.008584765436
630	0.00858470935
631	0.008565971313
632	0.008565978781
633	0.008565422004
634	0.008555653641
635	0.008555684153
636	0.008555667245
637	0.008555598344
638	0.008555381393
639	0.008555384164
640	0.008555374906
641	0.008554405622
642	0.00854569056
643	0.008545586882
644	0.008514404403
645	0.008514338552
646	0.008506272153
647	0.008480489263
648	0.008480450395
649	0.008469735344
650	0.008469731728
651	0.008469689683
652	0.008458947367
653	0.008458727972
654	0.008457450426
655	0.008435113065
656	0.00842146344
657	0.008421388409
658	0.008396891546
659	0.008393685556
660	0.008393655986
661	0.008393607869
662	0.008393141671
663	0.008358806642
664	0.008358751425
665	0.008358597483
666	0.008310750569
667	0.008266719438
668	0.008259797556
669	0.008217345413
670	0.008217348838
671	0.00821723962
672	0.00821335048
673	0.008213246728
674	0.008213216954
675	0.00821318721
676	0.008213049247
677	0.008213041232
678	0.008212948771
679	0.008207767036
680	0.00820771274
681	0.008207569932
682	0.008182654963
683	0.008180438967
684	0.008174173647
685	0.00817370841
686	0.008119870473
687	0.008119803808
688	0.008102255802
689	0.008102208498
690	0.008102204902
691	0.008102183845
692	0.008102117765
693	0.008102085105
694	0.008102024697
695	0.008094587314
696	0.008068241899
697	0.00806827029
698	0.008068208426
699	0.008067792908
700	0.008067735508
701	0.008067712037
702	0.008067701116
703	0.00802338841
704	0.008023291995
705	0.008022985887
706	0.008004887232
707	0.008004819512
708	0.008004609385
709	0.007977976368
710	0.007977960103
711	0.007977953262
712	0.007977949396
713	0.007977840482
714	0.007977822613
715	0.007927082594
716	0.007927026904
717	0.007922816246
718	0.007922835241
719	0.007922817683
720	0.0078837831
721	0.007883758814
722	0.007883148322
723	0.00788300162
724	0.007882265707
725	0.007881893519
726	0.007881850049
727	0.007881832557
728	0.007881819724
729	0.007881796107
730	0.007881764806
731	0.007881728358
732	0.007881697989
733	0.007881694243
734	0.007881571765
735	0.00783797983
736	0.007837957004
737	0.007811234775
738	0.007811219888
739	0.007810892281
740	0.007810915515
741	0.007773138321
742	0.00775713788
743	0.00775710142
744	0.007756691165
745	0.00775664733
746	0.00775665881
747	0.007756622784
748	0.007756642692
749	0.007756629188
750	0.007722174624
751	0.007722173482
752	0.007722012953
753	0.007721889146
754	0.007721799117
755	0.007721773326
756	0.00772022625
757	0.007720163387
758	0.007719977097
759	0.007719959795
760	0.00771940937
761	0.007719346987
762	0.007719245645
763	0.007717135917
764	0.007717085326
765	0.00771693845
766	0.007716861503
767	0.007711070088
768	0.007696993125
769	0.007696956693
770	0.007696821899
771	0.007689453592
772	0.007689335835
773	0.007667808795
774	0.007667663334
775	0.007667592887
776	0.007667446335
777	0.007667396545
778	0.007667216466
779	0.007667216383
780	0.007667193904
781	0.007645715145
782	0.007645479647
783	0.00764543276
784	0.007645124586
785	0.007645134574
786	0.007630571157
787	0.007591842525
788	0.007570498261
789	0.007525535708
790	0.007503515237
791	0.007462759486
792	0.007458091755
793	0.007457780191
794	0.007457780191
795	0.007457831538
796	0.007457730478
797	0.00745740147
798	0.007457396149
799	0.007457317749
800	0.007457289998
801	0.007437302083
802	0.007410371705
803	0.007384322649
804	0.007367842179
805	0.007353087058
806	0.007353114661
807	0.007338332862
808	0.007338238431
809	0.007338253
810	0.007329839949
811	0.007329847226
812	0.007329854127
813	0.007299210615
814	0.007298379018
815	0.007298345363
816	0.007298312409
817	0.007298171508
818	0.007297976806
819	0.007297723608
820	0.007286674014
821	0.007286606297
822	0.007286086785
823	0.007279853325
824	0.007279847523
825	0.007279427036
826	0.007279396106
827	0.007279289984
828	0.007279273084
829	0.007279273551
830	0.007279247263
831	0.007279041302
832	0.007278936221
833	0.007278946712
834	0.007278855051
835	0.007278838204
836	0.007257647861
837	0.007257500062
838	0.007245479768
839	0.00724530989
840	0.007245283997
841	0.007245237197
842	0.007235795531
843	0.007235686508
844	0.007235669557
845	0.007232532436
846	0.007232520115
847	0.007232521597
848	0.007232498627
849	0.007232477501
850	0.007232423203
851	0.00723231879
852	0.007232308759
853	0.00723223091
854	0.007200554216
855	0.007200188368
856	0.007200094406
857	0.007193274025
858	0.007192453638
859	0.007161681731
860	0.007161060462
861	0.007160930223
862	0.007160716567
863	0.007160716227
864	0.007149228304
865	0.007149120385
866	0.00714913718
867	0.007149089957
868	0.007112175202
869	0.007108669622
870	0.007108577418
871	0.007107711682
872	0.007107195671
873	0.007107163296
874	0.007107142352
875	0.007103966916
876	0.007095475748
877	0.007095393934
878	0.00709531897
879	0.007095170673
880	0.007087771616
881	0.00708775417
882	0.00707453706
883	0.007063368935
884	0.007063365567
885	0.007063181919
886	0.007063149146
887	0.007063117784
888	0.007043246112
889	0.007043206601
890	0.00703810224
891	0.007013187869
892	0.007013171592
893	0.007013134211
894	0.007013079077
895	0.007013056377
896	0.007013034134
897	0.007011153294
898	0.007010861582
899	0.007010845728
900	0.007010792816
901	0.007007913058
902	0.007007791558
903	0.00700782215
904	0.007005143359
905	0.006988854639
906	0.006954187548
907	0.006953780193
908	0.006953749651
909	0.0069536175
910	0.006953568689
911	0.006951589537
912	0.006951578148
913	0.006945724882
914	0.006942373572
915	0.006942243194
916	0.006942272238
917	0.006942260189
